============================================================
连续 SAM 检测器调参
Host:                 usmidet-com-prod-com018.aptiv.com
Job ID:               33027858
Array ID:             7
Python:               .venv/bin/python
Install deps:         0
Environment:          0.030 / 0.016 / 0.08
Timesteps:            300000
Episodes:             300
Seed:                 42
Threshold:            18
Decay:                0.02
Warmup steps:         40
Cooldown steps:       160
Switch margin:        1.25
Noise variance:       0.0005
Max normalized error: 8
Start time:           2026-05-14 01:41:15
============================================================
============================================================
连续 OPS-DeMo sweep 单任务
{
  "experiment_name": "continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p02_wu40_cd160_mg1p25_nv0p0005_mx8_oufalse",
  "interceptor_max_speed": 0.03,
  "intruder_max_speed": 0.016,
  "collision_radius": 0.08,
  "total_timesteps": 300000,
  "seed": 42,
  "episodes": 300,
  "detector_threshold": 18.0,
  "detector_decay": 0.02,
  "sam_warmup_steps": 40,
  "sam_cooldown_steps": 160,
  "sam_switch_margin": 1.25,
  "sam_max_normalized_error": 8.0,
  "sam_noise_variance": 0.0005,
  "sam_mc_passes": null,
  "sam_sample_steps": null,
  "sam_epochs": null,
  "sam_online_updates": "false"
}
============================================================
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    n_updates            | 1450       |
|    policy_gradient_loss | -0.00417   |
|    std                  | 0.415      |
|    value_loss           | 2.46       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.3        |
|    ep_rew_mean          | 97.1        |
| time/                   |             |
|    fps                  | 1769        |
|    iterations           | 147         |
|    time_elapsed         | 170         |
|    total_timesteps      | 301056      |
| train/                  |             |
|    approx_kl            | 0.005109422 |
|    clip_fraction        | 0.0486      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.4         |
|    n_updates            | 1460        |
|    policy_gradient_loss | -0.00334    |
|    std                  | 0.415       |
|    value_loss           | 4.71        |
-----------------------------------------
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 66       |
|    ep_rew_mean     | -108     |
| time/              |          |
|    fps             | 2243     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 2048     |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 66.4       |
|    ep_rew_mean          | -108       |
| time/                   |            |
|    fps                  | 1999       |
|    iterations           | 2          |
|    time_elapsed         | 2          |
|    total_timesteps      | 4096       |
| train/                  |            |
|    approx_kl            | 0.00468395 |
|    clip_fraction        | 0.0233     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.84      |
|    explained_variance   | -0.00208   |
|    learning_rate        | 0.0003     |
|    loss                 | 647        |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.00459   |
|    std                  | 0.998      |
|    value_loss           | 1.28e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 65           |
|    ep_rew_mean          | -108         |
| time/                   |              |
|    fps                  | 1896         |
|    iterations           | 3            |
|    time_elapsed         | 3            |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0025422322 |
|    clip_fraction        | 0.00474      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -0.017       |
|    learning_rate        | 0.0003       |
|    loss                 | 501          |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00275     |
|    std                  | 0.996        |
|    value_loss           | 1.15e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 65.6         |
|    ep_rew_mean          | -108         |
| time/                   |              |
|    fps                  | 1846         |
|    iterations           | 4            |
|    time_elapsed         | 4            |
|    total_timesteps      | 8192         |
| train/                  |              |
|    approx_kl            | 0.0025890598 |
|    clip_fraction        | 0.00522      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -0.0252      |
|    learning_rate        | 0.0003       |
|    loss                 | 473          |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00205     |
|    std                  | 0.998        |
|    value_loss           | 1.16e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 65.4        |
|    ep_rew_mean          | -108        |
| time/                   |             |
|    fps                  | 1835        |
|    iterations           | 5           |
|    time_elapsed         | 5           |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.003585036 |
|    clip_fraction        | 0.00845     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -0.0241     |
|    learning_rate        | 0.0003      |
|    loss                 | 485         |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0021     |
|    std                  | 0.999       |
|    value_loss           | 984         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 67.4         |
|    ep_rew_mean          | -109         |
| time/                   |              |
|    fps                  | 1832         |
